(0.0004107952117919922, 89, 88)
(0.0015919208526611328, 89, 88)
(0.002752542495727539, 89, 88)
(0.003890514373779297, 89, 88)
(0.005109548568725586, 89, 88)
(0.0063381195068359375, 89, 88)
(0.007620811462402344, 89, 89)
(0.008883237838745117, 89, 89)
(0.010098695755004883, 89, 89)
(0.011293888092041016, 89, 89)
(0.012469768524169922, 89, 89)
(0.013642549514770508, 90, 89)
(0.014824867248535156, 90, 89)
(0.016010046005249023, 90, 89)
(0.017199039459228516, 90, 89)
(0.018395185470581055, 90, 89)
(0.019626617431640625, 91, 89)
(0.020901918411254883, 91, 89)
(0.022168874740600586, 91, 89)
(0.023435115814208984, 91, 89)
(0.02469491958618164, 92, 90)
(0.02599167823791504, 92, 90)
(0.027362346649169922, 92, 90)
(0.028672456741333008, 93, 90)
(0.030032873153686523, 93, 90)
(0.031311988830566406, 93, 90)
(0.03254127502441406, 94, 90)
(0.033754587173461914, 94, 90)
(0.034967660903930664, 94, 90)
(0.03619527816772461, 95, 90)
(0.03749561309814453, 95, 91)
(0.03876233100891113, 95, 91)
(0.039995670318603516, 96, 91)
(0.0411982536315918, 96, 91)
(0.042462825775146484, 97, 91)
(0.04369235038757324, 97, 91)
(0.04491829872131348, 97, 91)
(0.04613161087036133, 98, 91)
(0.04737210273742676, 98, 91)
(0.048560142517089844, 99, 91)
(0.04973769187927246, 99, 91)
(0.05089998245239258, 99, 91)
(0.052108049392700195, 100, 91)
(0.05328774452209473, 100, 91)
(0.054497480392456055, 101, 92)
(0.05573725700378418, 101, 92)
(0.056974172592163086, 101, 92)
(0.05821418762207031, 102, 92)
(0.059442758560180664, 102, 92)
(0.060654401779174805, 102, 92)
(0.061881065368652344, 103, 92)
(0.06310844421386719, 103, 92)
(0.0643625259399414, 103, 92)
(0.06560873985290527, 103, 92)
(0.06682562828063965, 103, 92)
(0.06805610656738281, 104, 92)
(0.06927657127380371, 104, 92)
(0.07053232192993164, 104, 92)
(0.07185792922973633, 104, 92)
(0.0731501579284668, 104, 92)
(0.07449102401733398, 106, 92)
(0.07577395439147949, 106, 92)
(0.07707405090332031, 106, 92)
(0.0784153938293457, 106, 92)
(0.07974624633789062, 106, 92)
(0.08105039596557617, 106, 92)
(0.0824425220489502, 106, 92)
(0.08377289772033691, 107, 92)
(0.08507966995239258, 107, 92)
(0.08644366264343262, 107, 92)
(0.08768367767333984, 107, 92)
(0.08898258209228516, 107, 92)
(0.0903007984161377, 107, 92)
(0.09154725074768066, 107, 93)
(0.09284591674804688, 107, 93)
(0.09413433074951172, 108, 93)
(0.09540152549743652, 108, 93)
(0.09666299819946289, 108, 93)
(0.09792780876159668, 108, 93)
(0.09922337532043457, 108, 93)
(0.10053181648254395, 108, 93)
(0.10190629959106445, 109, 93)
(0.1031808853149414, 109, 93)
(0.1045067310333252, 109, 93)
(0.10589241981506348, 109, 93)
(0.10721254348754883, 109, 93)
(0.10857605934143066, 110, 93)
(0.10992789268493652, 110, 93)
(0.11127686500549316, 110, 93)
(0.11265683174133301, 110, 93)
(0.1139986515045166, 111, 93)
(0.11536478996276855, 111, 93)
(0.11672759056091309, 111, 93)
(0.11818122863769531, 112, 93)
(0.11962342262268066, 112, 93)
(0.12108373641967773, 112, 93)
(0.12249398231506348, 113, 93)
(0.12372207641601562, 113, 94)
(0.1249690055847168, 113, 94)
(0.1262040138244629, 114, 94)
(0.12740254402160645, 114, 94)
(0.12859225273132324, 114, 94)
(0.1297612190246582, 115, 94)
(0.13095879554748535, 115, 94)
(0.13213396072387695, 116, 94)
(0.13339662551879883, 116, 94)
(0.13464140892028809, 116, 94)
(0.13598918914794922, 117, 94)
(0.13734650611877441, 117, 94)
(0.13870739936828613, 118, 94)
(0.1399979591369629, 118, 95)
(0.1412639617919922, 118, 95)
(0.14260411262512207, 119, 95)
(0.1438922882080078, 120, 95)
(0.14517903327941895, 120, 95)
(0.1465134620666504, 121, 95)
(0.14786005020141602, 122, 95)
(0.14921855926513672, 122, 95)
(0.15044784545898438, 123, 95)
(0.15168547630310059, 124, 97)
(0.1529836654663086, 124, 97)
(0.1542949676513672, 125, 97)
(0.1555626392364502, 127, 97)
(0.15679669380187988, 127, 97)
(0.15802788734436035, 128, 97)
(0.1593034267425537, 128, 97)
(0.16050457954406738, 131, 97)
(0.16174721717834473, 132, 98)
(0.16307902336120605, 132, 98)
(0.16439580917358398, 134, 98)
(0.16568732261657715, 135, 98)
(0.16693115234375, 135, 98)
(0.16817951202392578, 137, 98)
(0.16942238807678223, 138, 98)
(0.17066025733947754, 138, 98)
(0.1719968318939209, 140, 100)
(0.1733226776123047, 140, 100)
(0.17460942268371582, 141, 100)
(0.1759328842163086, 143, 100)
(0.17715954780578613, 143, 100)
(0.17846226692199707, 144, 100)
(0.17971062660217285, 146, 100)
(0.18094873428344727, 146, 100)
(0.18218708038330078, 147, 100)
(0.18349909782409668, 149, 100)
(0.18485808372497559, 149, 100)
(0.18614411354064941, 150, 100)
(0.18746733665466309, 150, 100)
(0.18876051902770996, 152, 101)
(0.19004535675048828, 153, 101)
(0.19129633903503418, 153, 101)
(0.19258427619934082, 155, 101)
(0.19382977485656738, 156, 101)
(0.1950390338897705, 156, 101)
(0.1962423324584961, 158, 101)
(0.19747090339660645, 159, 101)
(0.19873332977294922, 159, 101)
(0.19995760917663574, 161, 101)
(0.20119118690490723, 161, 101)
(0.20242667198181152, 162, 101)
(0.2036581039428711, 164, 101)
(0.20501708984375, 164, 101)
(0.20641517639160156, 167, 103)
(0.20776152610778809, 168, 103)
(0.20915460586547852, 168, 103)
(0.21052217483520508, 170, 103)
(0.2117934226989746, 171, 103)
(0.21303582191467285, 171, 103)
(0.21426057815551758, 173, 103)
(0.21550512313842773, 174, 103)
(0.2167057991027832, 174, 103)
(0.21793794631958008, 176, 103)
(0.2191333770751953, 176, 103)
(0.2204132080078125, 177, 103)
(0.22168278694152832, 179, 103)
(0.22304129600524902, 179, 103)
(0.22436308860778809, 182, 103)
(0.2256450653076172, 183, 104)
(0.2269141674041748, 183, 104)
(0.22820377349853516, 185, 104)
(0.22951149940490723, 186, 104)
(0.23079800605773926, 186, 104)
(0.23209309577941895, 188, 104)
(0.23332762718200684, 188, 104)
(0.23456311225891113, 190, 104)
(0.23580193519592285, 193, 104)
(0.2370288372039795, 193, 104)
(0.23834991455078125, 194, 106)
(0.23963427543640137, 196, 106)
(0.24089336395263672, 196, 106)
(0.24211835861206055, 197, 106)
(0.243363618850708, 197, 106)
(0.24471664428710938, 199, 106)
(0.24604010581970215, 201, 106)
(0.24736547470092773, 201, 106)
(0.24860382080078125, 202, 106)
(0.24989557266235352, 205, 106)
(0.2512245178222656, 205, 106)
(0.2525453567504883, 207, 106)
(0.2538621425628662, 209, 107)
(0.255096435546875, 209, 107)
(0.25627779960632324, 210, 107)
(0.2574427127838135, 212, 107)
(0.25862646102905273, 212, 107)
(0.2597835063934326, 215, 107)
(0.2609694004058838, 215, 107)
(0.2621653079986572, 216, 107)
(0.2634704113006592, 218, 107)
(0.26474499702453613, 218, 107)
(0.2659604549407959, 220, 109)
(0.267179012298584, 220, 109)
(0.26837635040283203, 221, 109)
(0.26955270767211914, 223, 109)
(0.2707381248474121, 223, 109)
(0.2719740867614746, 224, 109)
(0.27320408821105957, 224, 109)
(0.2744004726409912, 228, 109)
(0.27559542655944824, 229, 109)
(0.2767801284790039, 229, 109)
(0.27798032760620117, 231, 111)
(0.2791628837585449, 231, 111)
(0.2803776264190674, 232, 111)
(0.28153467178344727, 234, 111)
(0.28272080421447754, 234, 111)
(0.28396177291870117, 236, 111)
(0.2851598262786865, 236, 111)
(0.28635191917419434, 237, 111)
(0.28758978843688965, 239, 111)
(0.28881144523620605, 239, 111)
(0.290053129196167, 240, 112)
(0.2912874221801758, 240, 112)
(0.2925288677215576, 242, 112)
(0.29370689392089844, 243, 112)
(0.29489898681640625, 243, 112)
(0.29606199264526367, 245, 112)
(0.29724979400634766, 245, 112)
(0.2984883785247803, 246, 112)
(0.29970645904541016, 249, 112)
(0.300931453704834, 249, 112)
(0.30217695236206055, 251, 112)
(0.3035008907318115, 252, 114)
(0.3047828674316406, 252, 114)
(0.30609869956970215, 254, 114)
(0.3073914051055908, 254, 114)
(0.3086369037628174, 255, 114)
(0.30987548828125, 259, 114)
(0.3110785484313965, 259, 114)
(0.3123302459716797, 260, 114)
(0.3135678768157959, 262, 114)
(0.31480932235717773, 262, 114)
(0.316084623336792, 263, 114)
(0.3173484802246094, 263, 114)
(0.31862711906433105, 266, 114)
(0.31988525390625, 268, 114)
(0.3212769031524658, 268, 114)
(0.32257628440856934, 270, 114)
(0.32382845878601074, 273, 114)
(0.32508182525634766, 273, 114)
(0.3263399600982666, 275, 114)
(0.3275940418243408, 276, 114)
(0.32888174057006836, 276, 114)
(0.3300917148590088, 278, 115)
(0.33137083053588867, 278, 115)
(0.332608699798584, 281, 115)
(0.33386659622192383, 283, 115)
(0.3351447582244873, 283, 115)
(0.338639497756958, 286, 115)
(0.3400156497955322, 288, 115)
(0.341702938079834, 291, 115)
(0.3429605960845947, 291, 115)
(0.34417104721069336, 293, 115)
(0.34545063972473145, 294, 115)
(0.34673190116882324, 294, 115)
(0.34799623489379883, 296, 115)
(0.34920501708984375, 296, 115)
(0.3504068851470947, 298, 115)
(0.35161423683166504, 299, 115)
(0.3528602123260498, 299, 115)
(0.35419750213623047, 301, 115)
(0.35554003715515137, 303, 115)
(0.3568727970123291, 303, 115)
(0.3582179546356201, 304, 115)
(0.35950160026550293, 306, 115)
(0.3608715534210205, 306, 115)
(0.3621938228607178, 307, 115)
(0.36350202560424805, 309, 115)
(0.3648238182067871, 309, 115)
(0.3661813735961914, 310, 115)
(0.3674964904785156, 312, 115)
(0.3688814640045166, 312, 115)
(0.3702690601348877, 312, 115)
(0.37168359756469727, 312, 115)
(0.37313222885131836, 313, 117)
(0.37441158294677734, 315, 117)
(0.3756258487701416, 315, 117)
(0.3768429756164551, 316, 117)
(0.37807583808898926, 316, 117)
(0.37928128242492676, 317, 117)
(0.3805387020111084, 317, 117)
(0.38181495666503906, 317, 117)
(0.3830709457397461, 319, 117)
(0.3843348026275635, 319, 117)
(0.3855559825897217, 320, 117)
(0.3867762088775635, 321, 117)
(0.38802242279052734, 321, 117)
(0.3893001079559326, 321, 117)
(0.3905308246612549, 323, 117)
(0.3917829990386963, 323, 117)
(0.39304566383361816, 324, 117)
(0.3943202495574951, 324, 117)
(0.39560508728027344, 324, 117)
(0.3968985080718994, 325, 117)
(0.39817070960998535, 325, 117)
(0.39944911003112793, 326, 117)
(0.40081262588500977, 326, 117)
(0.40211009979248047, 326, 117)
(0.4034111499786377, 328, 117)
(0.4047129154205322, 328, 117)
(0.4060804843902588, 328, 117)
(0.4074249267578125, 329, 117)
(0.4088475704193115, 330, 117)
(0.4101746082305908, 330, 117)
(0.41144633293151855, 330, 117)
(0.4127507209777832, 331, 116)
(0.4139580726623535, 331, 116)
(0.4151937961578369, 331, 116)
(0.41643452644348145, 333, 116)
(0.41765880584716797, 333, 116)
(0.4189445972442627, 333, 116)
(0.4202241897583008, 333, 116)
(0.4215087890625, 334, 116)
(0.42279601097106934, 334, 116)
(0.42406606674194336, 334, 116)
(0.42536497116088867, 335, 116)
(0.42667484283447266, 335, 116)
(0.4280562400817871, 335, 116)
(0.429396390914917, 336, 116)
(0.4307444095611572, 337, 116)
(0.43207859992980957, 337, 116)
(0.4333007335662842, 337, 116)
(0.4346451759338379, 338, 116)
(0.4358654022216797, 338, 116)
(0.43707275390625, 338, 116)
(0.43828701972961426, 338, 116)
(0.43950510025024414, 339, 116)
(0.4407041072845459, 341, 116)
(0.441892147064209, 341, 116)
(0.44307923316955566, 341, 116)
(0.4442713260650635, 341, 116)
(0.44548511505126953, 342, 116)
(0.447070837020874, 343, 116)
(0.44835901260375977, 343, 116)
(0.44962453842163086, 343, 116)
(0.45088815689086914, 344, 116)
(0.45221757888793945, 344, 116)
(0.4535515308380127, 345, 116)
(0.4549100399017334, 346, 116)
(0.45625805854797363, 346, 116)
(0.4576148986816406, 346, 116)
(0.4588356018066406, 347, 116)
(0.46006226539611816, 347, 116)
(0.4612879753112793, 348, 116)
(0.4625217914581299, 350, 116)
(0.4639561176300049, 350, 116)
(0.4651765823364258, 351, 116)
(0.4664006233215332, 352, 117)
(0.4675891399383545, 352, 117)
(0.4688112735748291, 353, 117)
(0.47002291679382324, 353, 117)
(0.47127485275268555, 354, 117)
(0.4725348949432373, 356, 117)
(0.4737718105316162, 356, 117)
(0.4751119613647461, 357, 117)
(0.4764750003814697, 360, 117)
(0.477752685546875, 360, 117)
(0.47907376289367676, 361, 117)
(0.480365514755249, 361, 117)
(0.48177504539489746, 362, 117)
(0.48303675651550293, 364, 117)
(0.4843735694885254, 364, 117)
(0.4857022762298584, 365, 117)
(0.48697757720947266, 368, 117)
(0.4882543087005615, 368, 117)
(0.48957037925720215, 370, 117)
(0.4908790588378906, 371, 118)
(0.49217748641967773, 371, 118)
(0.49344658851623535, 375, 118)
(0.4947538375854492, 376, 118)
(0.49608540534973145, 376, 118)
(0.49740099906921387, 378, 118)
(0.4987034797668457, 379, 118)
(0.49999356269836426, 379, 118)
(0.5013167858123779, 383, 118)
(0.5026333332061768, 384, 118)
(0.5039610862731934, 384, 118)
(0.5052881240844727, 388, 118)
(0.5065667629241943, 389, 118)
(0.507835865020752, 389, 118)
(0.5091245174407959, 393, 118)
(0.5104243755340576, 393, 118)
(0.5117092132568359, 395, 120)
(0.5129971504211426, 398, 120)
(0.5142512321472168, 398, 120)
(0.5155484676361084, 400, 120)
(0.5169131755828857, 403, 120)
(0.5182538032531738, 403, 120)
(0.5196270942687988, 407, 120)
(0.5210158824920654, 409, 120)
(0.5224480628967285, 409, 120)
(0.5237805843353271, 413, 120)
(0.5250599384307861, 416, 122)
(0.5262706279754639, 416, 122)
(0.5274872779846191, 418, 122)
(0.52866530418396, 422, 122)
(0.5298774242401123, 422, 122)
(0.531130313873291, 426, 124)
(0.532360315322876, 430, 124)
(0.5335700511932373, 430, 124)
